simulated_choice,block,lr,prec,normalized_coin_angle,trial,index,prediction,id,position_predicted_-pi_pi,normalized_position_predicted,raw_last_prediction,raw_next_prediction,normalized_next_belief,PE,outcome_next_belief,CB,CB_updated,previous_coin_angle,cleared_na_previous_coin_angle,change_coin_angle,cleared_na_change_coin_angle
3.074246589967424,HighVolatility_HighNoise,0.999,0.01,2.473095406,1,0,3.074246589967424,1,3.074246589967424,3.074246589967424,,-0.823415022,5.459770285509062,-0.601151184,2.9866748795090623,2.3855236955416386,2.3855236955416386,,0,,0
-0.823415022,HighVolatility_HighNoise,0.999,0.01,3.481840163,2,0,-0.823415022,1,-0.823415022,5.459770285509062,3.074246589967424,2.7553057159006764,2.7553057159006764,-1.977930123,-0.726534447,-2.70446457,-2.70446457,2.473095406,2.473095406,1.008744757,1.008744757
2.7553057159006764,HighVolatility_HighNoise,0.999,0.01,2.618699078,3,0,2.7553057159006764,1,2.7553057159006764,2.7553057159006764,-0.823415022,-1.312398257,4.970787050273721,-0.136606638,2.3520879722737207,2.2154813343730444,2.2154813343730444,3.481840163,3.481840163,-0.863141085,-0.863141085
-1.312398257,HighVolatility_HighNoise,0.999,0.01,2.723464842,4,0,-1.312398257,1,-1.312398257,4.970787050273721,2.7553057159006764,2.4939026678387908,2.4939026678387908,-2.247322208,-0.229562174,-2.476884382,-2.476884382,2.618699078,2.618699078,0.1047657639999997,0.1047657639999997
2.4939026678387908,HighVolatility_HighNoise,0.999,0.01,2.933897951,5,0,2.4939026678387908,1,2.4939026678387908,2.4939026678387908,-1.312398257,-2.427917852,3.855267455078802,0.4399952831612093,0.9213695040788021,1.3613647872400114,1.3613647872400114,2.723464842,2.723464842,0.21043310900000023,0.21043310900000023
-2.427917852,HighVolatility_HighNoise,0.999,0.01,2.481559269,6,0,-2.427917852,1,-2.427917852,3.855267455078802,2.4939026678387908,2.9417217855759112,2.9417217855759112,-1.373708186,0.46016251657591134,-0.91354567,-0.91354567,2.933897951,2.933897951,-0.452338682,-0.452338682
2.9417217855759112,HighVolatility_HighNoise,0.999,0.01,1.738243026,7,0,2.9417217855759112,1,2.9417217855759112,2.9417217855759112,-2.427917852,2.660164520999992,2.660164520999992,-1.20347876,0.9219214949999921,-0.281557265,-0.281557265,2.481559269,2.481559269,-0.743316243,-0.743316243
2.660164520999992,HighVolatility_HighNoise,0.999,0.01,2.136997329,8,0,2.660164520999992,1,2.660164520999992,2.660164520999992,2.9417217855759112,-0.896598555,5.3865867525456945,-0.523167192,-3.033595884,2.7264222315457025,2.7264222315457025,1.738243026,1.738243026,0.39875430300000025,0.39875430300000025
-0.896598555,HighVolatility_HighNoise,0.999,0.01,0.328492155,9,0,-0.896598555,1,-0.896598555,5.3865867525456945,2.660164520999992,0.6971551921496304,0.6971551921496304,1.2250907096338919,0.3686630371496304,1.5937537467835217,1.5937537467835217,2.136997329,2.136997329,-1.808505174,-1.808505174
0.6971551921496304,HighVolatility_HighNoise,0.999,0.01,5.9601278851795865,10,0,0.6971551921496304,1,0.6971551921496304,0.6971551921496304,-0.896598555,-1.294756324,4.988428982968259,-1.020212614,-0.971698902,-1.991911516,-1.991911516,0.328492155,0.328492155,-0.651549577,-0.651549577
-1.294756324,HighVolatility_HighNoise,0.999,0.01,6.282459080179586,11,0,-1.294756324,1,-1.294756324,4.988428982968259,0.6971551921496304,1.52437522,1.52437522,1.2940300972113272,1.5251014466933404,2.8191315439046676,2.8191315439046676,5.9601278851795865,5.9601278851795865,0.3223311949999994,0.3223311949999994
1.52437522,HighVolatility_HighNoise,0.999,0.01,5.380207592179586,12,0,1.52437522,1,1.52437522,1.52437522,-1.294756324,-1.366708579,4.916476728170453,-2.427352935,-0.463730864,-2.891083799,-2.891083799,6.282459080179586,6.282459080179586,-0.902251488,-0.902251488
-1.366708579,HighVolatility_HighNoise,0.999,0.01,5.195150352179587,13,0,-1.366708579,1,-1.366708579,4.916476728170453,1.52437522,-1.996046228,4.287139078965118,0.27867362400913365,-0.908011273,-0.629337649,-0.629337649,5.380207592179586,5.380207592179586,-0.18505724,-0.18505724
-1.996046228,HighVolatility_HighNoise,0.999,0.01,4.936587746179586,14,0,-1.996046228,1,-1.996046228,4.287139078965118,-1.366708579,2.1168099354413137,2.1168099354413137,0.6494486672144681,-2.819777811,-2.170329144,-2.170329144,5.195150352179587,5.195150352179587,-0.258562606,-0.258562606
2.1168099354413137,HighVolatility_HighNoise,0.999,0.01,4.777128743179587,15,0,2.1168099354413137,1,2.1168099354413137,2.1168099354413137,-1.996046228,-2.138223129,4.144962177836684,2.660318807738273,-0.632166565,2.028152242,2.028152242,4.936587746179586,4.936587746179586,-0.159459003,-0.159459003
-2.138223129,HighVolatility_HighNoise,0.999,0.01,5.125496248179586,16,0,-2.138223129,1,-2.138223129,4.144962177836684,2.1168099354413137,1.6010700294484117,1.6010700294484117,0.9805340703429026,2.7587590884484117,-2.543892148,-2.543892148,4.777128743179587,4.777128743179587,0.3483675049999997,0.3483675049999997
1.6010700294484117,HighVolatility_HighNoise,0.999,0.01,5.285032822179586,17,0,1.6010700294484117,1,1.6010700294484117,1.6010700294484117,-2.138223129,-1.792767612,4.490417695357737,-2.599222514,-0.794615127,2.889347665909325,-3.393837641,5.125496248179586,5.125496248179586,0.15953657399999965,0.15953657399999965
-1.792767612,HighVolatility_HighNoise,0.999,0.01,5.593375669179586,18,0,-1.792767612,1,-1.792767612,4.490417695357737,1.6010700294484117,-2.491601946,3.7915833612481977,1.1029579738218498,-1.801792308,-0.698834334,-0.698834334,5.285032822179586,5.285032822179586,0.3083428470000005,0.3083428470000005
-2.491601946,HighVolatility_HighNoise,0.999,0.01,0.266456086,19,0,-2.491601946,1,-2.491601946,3.7915833612481977,-1.792767612,0.5583101368896983,0.5583101368896983,2.7580580319313883,0.29185405088969835,3.049912082821087,3.049912082821087,5.593375669179586,5.593375669179586,0.9562657239999997,0.9562657239999997
0.5583101368896983,HighVolatility_HighNoise,0.999,0.01,0.605960609,20,0,0.5583101368896983,1,0.5583101368896983,0.5583101368896983,-2.491601946,2.563669962732625,2.563669962732625,0.047650472,1.9577093537326251,2.005359825842927,2.005359825842927,0.266456086,0.266456086,0.33950452300000006,0.33950452300000006
2.563669962732625,HighVolatility_HighNoise,0.999,0.01,0.469004155,21,0,2.563669962732625,1,2.563669962732625,2.563669962732625,0.5583101368896983,1.3108303925174187,1.3108303925174187,-2.094665808,0.8418262375174188,-1.25283957,-1.25283957,0.605960609,0.605960609,-0.136956454,-0.136956454
1.3108303925174187,HighVolatility_HighNoise,0.999,0.01,1.168207,22,0,1.3108303925174187,1,1.3108303925174187,1.3108303925174187,2.563669962732625,2.468750125768361,2.468750125768361,-0.142623393,1.300543125768361,1.1579197332509423,1.1579197332509423,0.469004155,0.469004155,0.6992028450000001,0.6992028450000001
2.468750125768361,HighVolatility_HighNoise,0.999,0.01,2.572269127,23,0,2.468750125768361,1,2.468750125768361,2.468750125768361,1.3108303925174187,-1.191432891,5.091752416338856,0.10351900123163915,2.519483289338856,2.6230022905704953,2.6230022905704953,1.168207,1.168207,1.4040621270000002,1.4040621270000002
-1.191432891,HighVolatility_HighNoise,0.999,0.01,1.745833783,24,0,-1.191432891,1,-1.191432891,5.091752416338856,2.468750125768361,0.60854399,0.60854399,2.937266674,-1.137289793,1.799976880468055,1.799976880468055,2.572269127,2.572269127,-0.826435344,-0.826435344
0.60854399,HighVolatility_HighNoise,0.999,0.01,2.375732486,25,0,0.60854399,1,0.60854399,0.60854399,-1.191432891,2.2493083192988124,2.2493083192988124,1.767188496372675,-0.126424167,1.6407643296714873,1.6407643296714873,1.745833783,1.745833783,0.6298987030000001,0.6298987030000001
2.2493083192988124,HighVolatility_HighNoise,0.999,0.01,2.203128039,26,0,2.2493083192988124,1,2.2493083192988124,2.2493083192988124,0.60854399,-2.972737177,3.310448130403086,-0.04618028,1.107320091403086,1.0611398111042738,1.0611398111042738,2.375732486,2.375732486,-0.172604447,-0.172604447
-2.972737177,HighVolatility_HighNoise,0.999,0.01,2.960323125,27,0,-2.972737177,1,-2.972737177,3.310448130403086,2.2493083192988124,2.4398477554755367,2.4398477554755367,-0.350125005,-0.52047537,-0.870600375,-0.870600375,2.203128039,2.203128039,0.7571950859999999,0.7571950859999999
2.4398477554755367,HighVolatility_HighNoise,0.999,0.01,2.067085692,28,0,2.4398477554755367,1,2.4398477554755367,2.4398477554755367,-2.972737177,-1.083593838,5.199591468855424,-0.372762063,3.1325057768554236,2.759743713379887,2.759743713379887,2.960323125,2.960323125,-0.893237433,-0.893237433
-1.083593838,HighVolatility_HighNoise,0.999,0.01,1.200261774,29,0,-1.083593838,1,-1.083593838,5.199591468855424,2.4398477554755367,1.9161063569111607,1.9161063569111607,2.2838556123241625,0.7158445829111608,2.9997001952353233,2.9997001952353233,2.067085692,2.067085692,-0.866823918,-0.866823918
1.9161063569111607,HighVolatility_HighNoise,0.999,0.01,1.876521109,30,0,1.9161063569111607,1,1.9161063569111607,1.9161063569111607,-1.083593838,-0.786411312,5.496773995200737,-0.039585248,-2.662932421,-2.702517669,-2.702517669,1.200261774,1.200261774,0.6762593350000001,0.6762593350000001
-0.786411312,HighVolatility_HighNoise,0.999,0.01,2.515598672,31,0,-0.786411312,1,-0.786411312,5.496773995200737,1.9161063569111607,-2.227042307,4.056142999720652,-2.981175323,1.5405443277206525,-1.440630995,-1.440630995,1.876521109,1.876521109,0.6390775629999998,0.6390775629999998
